"","singular","singular","singular","plural","plural","indefinite","","","","","","","",""
"","singular","singular","singular","plural","plural","indefinite","","third","third","third","third","","",""
"","first","familiar","formal","masculine","feminine","indefinite","pan-gender","first","second","masculine","feminine","neuter","pan-gender",""
"","first","familiar","formal","masculine","feminine","neuter","pan-gender","first","second","masculine","feminine","neuter","pan-gender","indefinite"
"Ido","me","tu","vu","il(u)","el(u)","ol(u)","lu","ni","vi","ili","eli","oli","li","on(u)"
"English","I","thou/you","you","he","she","it","he/she/it","we","you","","","","they","one"
"Esperanto","mi","ci","vi","li","ŝi","ĝi","ĝi¹","ni","vi","","","","ili","oni"
