"Model","Launch","Model Number","Code name","Fab (nm)","Bus interface","Memory (MB)","Clock rate","Clock rate","Clock rate","Config core","Fillrate","Fillrate","Memory","Memory","Memory","Processing Power GFLOPs","API compliance (version)","API compliance (version)","TDP (Watts)GPU only"
"Model","Launch","Model Number","Code name","Fab (nm)","Bus interface","Memory (MB)","Core (MHz)","Boost (MHz)","Memory (MHz)","Config core","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","Processing Power GFLOPs","","","TDP (Watts)GPU only"
"Radeon R5 M330","2015","Exo Pro","Unknown","28","PCIe 3.0 x16","2048
4096","Unknown","1030","900
1000","320:?:?","Unknown","Unknown","14.4
16","DDR3","64","658.5","12","4.3
Vulkan","18"
"Radeon R7 M360","2015","Unknown","Unknown","28","PCIe 3.0 x16","4096","Unknown","1015","1000","384:?:?","Unknown","Unknown","16","DDR3","64","779","12","4.3
Vulkan","Unknown"
"Radeon R9 M370X","May, 2015","Unknown","Cape Verde","28","PCIe 3.0 x16","2048","800","Unknown","1125","640:40:16","12.8","32","72","GDDR5","128","1024","12","4.3
Vulkan","Unknown"
"Radeon R9 M375","2015","Unknown","Unknown","28","PCIe 3.0 x16","4096","Unknown","1015","1100","640:?:?","Unknown","Unknown","35.2","DDR3","128","1297","12","4.3
Vulkan","Unknown"
