"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Clock rate","Clock rate","Clock rate","Fillrate","Fillrate","Memory Configuration","Memory Configuration","Memory Configuration","API support (version)","API support (version)","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"Model","Launch","Code name","Fab (nm)","Transistors (Million)","Die Size (mm)","Die Count","Bus interface","Memory (MB)","Core config","Core (MHz)","Shader (MHz)","Memory (MHz)","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","DRAM type","Bus width (bit)","DirectX","OpenGL","Processing Power GFLOPS","TDP (watts)","GFLOPS/W","Comments"
"GeForce 310","November 27, 2009","GT218","40","260","57","1","PCIe 2.0 x16","512","16:8:4","589","1402","1000","2.356","4.712","8","DDR2","64","10.1","3.3","67.296","30.5","2.21","OEM Card, similar to Geforce 210"
"GeForce 315","February, 2010","GT216","40","486","100","1","PCIe 2.0 x16","512","48:16:8","475","1100","1580","3.8","7.6","12.6","DDR3","64","10.1","3.3","158.4","33","4.8","OEM Card, similar to Geforce GT220"
"GeForce GT 320","February, 2010","GT215","40","727","144","1","PCIe 2.0 x16","1024","72:24:8","540","1302","1580","4.32","12.96","25.3","GDDR3","128","10.1","3.3","281.23","43","6.54","OEM Card"
"GeForce GT 330","February, 2010","GT215-301-A3","40","727","144","1","PCIe 2.0 x16","1024
1536
2048","96:32:8
96:48?:12?
112:56?:16?","500
550","1250
1340","1000 (DDR2)
1600 (GDDR3)","4.40","17.6","24
32","DDR2
GDDR3","128
192
256","10.1","3.3","257.3","75","Unknown","Specifications vary depending on OEM, similar to GT230 v2."
"GeForce GT 340","February, 2010","GT215","40","727","144","1","PCIe 2.0 x16","512
1024","96:32:8","550","1340","3400","4.4","17.6","54.4","GDDR5","128","10.1","3.3","385.9","69","5.59","OEM Card, similar to GT240"
