"Products","Name","First public release date","First public release version","First stable release date","First stable release version","Latest stable release version date","Latest testing release version date"
"P58","","","","","","",""
"P59","","","","","","",""
"P60","","","","","","",""
"P61","","","","","","",""
"P1","AccelOps","?","?","?","?","?","?"
"P2","AggreGate Network Manager","February 8, 2008","4.02.01","February 8, 2008","4.02.01","5.01.02 / November 13, 2013; 18 months ago","5.10.25 / October 17, 2014; 7 months ago"
"P3","Argus","Apr,1994","1.3","Apr,1994","1.3","3.0.8/Sept 2014","3.0.7.36/Aug 2014"
"P4","Avaya VPFM","?","?","?","?","?","?"
"P5","Centina Systems NetOmnia","June,2006","1.0","June,2006","1.0","5.4.3/Sep 2013","5.5"
"P6","collectd","?","?","?","?","?","?"
"P7","Dhyan Network management System","?","?","?","?","?","?"
"P8","dopplerVUE","?","?","?","?","?","?"
"P9","ExtraHop","?","?","?","?","?","?"
"P10","Name","First public release date","First public release version","First stable release date","First stable release version","Latest stable release version date","Latest testing release version date"
"P11","FreeNATS","?","?","?","?","?","?"
"P12","Ganglia","?","?","?","?","?","?"
"P13","Glasswire","?","?","?","?","?","?"
"P14","HP Network Node Manager (NNMi)","?","?","?","?","?","?"
"P15","Kaseya Network Monitor","?","?","?","?","?","?"
"P16","IBM Tivoli Network Manager","?","?","?","?","?","?"
"P17","Icinga","May 15 2009","0.8","December 16 2009","1.0","?","?"
"P18","InterMapper","?","?","?","?","v5.7.1 January 20, 2014","?"
"P19","IPHost Network Monitor","2008-04-01","2.1","2008-04-01","2.1","3.5 / September 1, 2014","3.5 / September 1, 2014"
"P20","isyVmon","?","?","?","?","?","?"
"P21","Monitorix","September 11, 2005","0.7.8","?","?","3.7.0 / March 12, 2015","?"
"P22","Munin","?","?","?","?","?","?"
"P23","Nagios","March 14, 1999","?","?","?","4.0.4 / March 14, 2014","?"
"P24","NetCrunch","?","?","?","?","7.3 / November 2013","?"
"P25","NetQoS Performance Center","?","?","?","?","?","?"
"P26","Network Instruments Observer Infrastructure","?","?","?","?","?","?"
"P27","NetXMS","?","?","?","?","?","?"
"P28","Nimsoft Monitoring Solution","?","?","?","?","?","?"
"P29","Observium","?","?","?","?","?","?"
"P30","OpenKBM","?","?","?","?","?","?"
"P31","OpenNMS","?","?","?","?","1.10.8 / January 2013","?"
"P32","Opmantek NMIS","1999","?","?","?","8.5G / June 2014","?"
"P33","OPNET's AppResponse Xpert","?","?","?","?","?","?"
"P34","Opsview","?","?","?","?","?","?"
"P35","op5 Monitor","?","?","?","?","?","?"
"P36","OSI NetExpert","?","?","?","?","10.0 / April 17, 2013","10.1 / June 12, 2013"
"P37","PA Server Monitor","2004","1.0.0.6","?","?","5.4.0.156 / May 2014","?"
"P38","PacketTrap","?","?","?","?","?","?"
"P39","Pandora FMS","October 14, 2004","?","?","?","5.0 SP2 / December 27, 2013; 17 months ago","?"
"P40","PathSolutions","?","?","?","?","v4.3 / February 13, 2013; 2 years ago","?"
"P41","Performance Co-Pilot","?","?","?","?","?","?"
"P42","PRTG Network Monitor","June 30, 2008","7.0","?","?","v15.1.13 / January 13, 2015","?"
"P43","Scrutinizer","?","?","?","?","?","?"
"P44","Redcell","?","?","?","?","7.2.3 / October 5, 2014","?"
"P45","ServersCheck","?","?","?","?","?","?"
"P46","SevOne","2008","2.6","2008","2.6","5.3.7 / 21-Nov-2014","5.4.RC4.0 / 26-Sept-2014"
"P47","Shinken","?","?","?","?","?","?"
"P48","Solarwinds","?","?","?","?","10.7 / April 17, 2014; 13 months ago","?"
"P49","Spiceworks","?","?","?","?","6.2 / January 29, 2013; 2 years ago","?"
"P50","TclMon","?","?","?","?","?","?"
"P51","uptime software","June 2002","up.time 1.0","June 2002","1.0","7.3 / April 2014; 1 year ago","?"
"P52","Verax NMS","?","?","?","?","?","?"
"P53","Xymon/Hobbit","November 1996","?","?","?","4.3.17 / February 23, 2014","4.3.18"
"P54","Zabbix","April 7, 2001","1.0alpha1","23 March 2004","1.0","2.4.5 / April 21, 2015; 51 days ago","2.4.5rc1 / April 10, 2015; 2 months ago"
"P55","Zenoss","?","?","?","?","4.2.5 / April 24, 2014; 13 months ago","?"
"P56","Zyrion Traverse","?","?","?","?","5.5.348 / July 5, 2013; 22 months ago","5.6.102 / August 19, 2013; 21 months ago"
"P57","","","","","","",""
