"Report-
date","Place","Period of
dispersal","Iodine-131 (TBq)","Iodine-131 (TBq)","Caesium-137 (TBq)","Caesium-137 (TBq)","Source"
"Report-
date","Place","Period of
dispersal","from","to","from","to","Source"
"2002","Chernobyl","25 April – June 1986","1 600 000","1 920 000","59 000","111 000","NEA"
"22 March 2011","Fukushima","12 – 15 March 2011","400 000","400 000","3 000","30 000","ZAMG"
"2 April 2011","Fukushima","12 – 19 March 2011","10 000","700 000","1 000","70 000","ZAMG"
"12 April 2011","Fukushima","11 March – 5 April","150 000","150 000","12 000","12 000","NSC"
"12 April 2011","Fukushima","11 – 17 March 2011","130 000","130 000","6 100","6 100","NISA"
"7 June 2011","Fukushima","11 – 17 March 2011","160 000","160 000","15 000","15 000","NISA"
"24. August 2011","Fukushima","11 March – 5 April","130 000","130 000","11 000","11 000","NSC"
"15 September 2011","Fukushima","March - September","100 000","200 000","10 000","20 000","Kantei"
