"Products","Client","First public release","First public release","First stable release","First stable release","Latest stable release"
"Products","Client","Date","Version","Date","Version","Latest stable release"
"P1","Alpine","November 2006","0.8","December 2007","1.00","2.20 (January 18, 2015; 4 months ago)"
"P2","Atmail","January 30, 2001","0.8","January 12, 2012","6.3.5","7.4 (July 14, 2014; 10 months ago)"
"P3","Becky! Internet Mail","1996","1","?","?","2.71.01 (May 19, 2015; 23 days ago )"
"P4","Citadel","1987","?","1988","1.00","9.01 (April 1, 2015; 2 months ago)"
"P5","Claws Mail","May 2001","0.4.67","January 2005","1.0.0","3.11.1 (October 27, 2014; 7 months ago)"
"P6","Cone","May 2003","0.50","May 2003","0.50","0.92 (April 25, 2015; 47 days ago)"
"P7","Courier","June, 2004","3.5","discontinued","discontinued","discontinued"
"P8","Elm","1986","?","March 1987","2","2.5.8 (August 18, 2005; 9 years ago)"
"P9","eM Client","November 2007","1.0","November 2007","1.0","6.0.21372.0 (December 22, 2014; 5 months ago)"
"P10","EmailTray","October 2010","2.0","March 2011","3.11","4.0 (July 2, 2012; 2 years ago)"
"P11","Eudora","1988","?","1988","?","7.1 (Windows), 6.2.4 (Mac OS) (October 11, 2006; 8 years ago)"
"P12","Eureka Email","November 2002","1.0","November 2002","1.0","2.2 (March 1, 2005; 10 years ago)"
"P13","Evolution","11 May 2000","0.0","3 December 2001","1.0","3.16 (March 25, 2015; 2 months ago)"
"P14","Forté Agent","?","?","?","?","8 (October 20, 2014; 7 months ago)"
"P15","Gnus","1987","?","February 1, 1988","2.0","Gnus improvements are now released as part of Emacs."
"P16","GroupWise","?","?","1986","1.0","GroupWise 2014
 (April 2, 2014; 14 months ago)"
"P17","i.Scribe / InScribe","1999","1.00","?","?","2.0.60 (August 4, 2014; 10 months ago)"
"P18","IBM Lotus Notes","1989","1.0","1989","1.0","9.0 (March 14, 2013; 2 years ago)"
"P19","IMP","?","?","1998","1.0","H4 (5.0.23) (July 21, 2012; 2 years ago)"
"P20","KMail","October 1998","Alpha","February 1999","1.0.17","15.04.2 (June 3, 2015; 8 days ago)"
"P21","Libremail","May 27, 2003","1.0","October 13, 2014","2.4.1","2.4 (May 13, 2014; 12 months ago)"
"P22","Mail (OS X)","September 13, 2000","Public Beta","March 24, 2001","1.0","8.0 (October 16, 2014; 7 months ago)"
"P23","Mailbird","April 1, 2013","Public Beta","?","?","?"
"P24","Microsoft Entourage","?","?","?","?","2008 (12.3.6) (March 12, 2013; 2 years ago)"
"P25","Microsoft Office Outlook","1997","97","1997","97","14.0.4760.1000 (June 15, 2010; 4 years ago)"
"P26","Mozilla Mail & Newsgroups","December 7, 1998","""Preview""","March 19, 1999","M3","discontinued"
"P27","Mozilla Thunderbird","July 28, 2003","0.1","December 7, 2004","1.0","31.7.0 (May 12, 2015; 30 days ago





)"
"P28","Mulberry","September 20, 1996","1.0","September 20, 1996","1.0","4.0.8 (February 21, 2007; 8 years ago)"
"P29","Mutt","1995","?","?","?","1.4.2.3 (June 9, 2007; 8 years ago)"
"P30","Netscape Messenger","?","?","?","?","discontinued"
"P31","Netscape Messenger 9","November 15, 2007","9.0a1","discontinued","discontinued","discontinued"
"P32","nmh / MH","1979","?","?","?","1.5 (June 11, 2012; 2 years ago)"
"P33","Opera Mail","September 1996","2.1b1","December 1996","2.1","1.0 (June 11, 2013; 2 years ago



)"
"P34","Outlook Express","1996","3.0","?","?","6.0 SP2 (August 25, 2004; 10 years ago)"
"P35","Pegasus Mail","1990","?","1990","?","4.70 (March 8, 2014; 14 months ago)"
"P36","Pine","January 15, 1992","2.00","January 15, 1992","2.00","4.64 (September 28, 2005; 9 years ago)"
"P37","Pocomail","1999","?","?","?","4.8 build 4400 discontinued (April 6, 2009; 6 years ago)"
"P38","SeaMonkey Mail & Newsgroups","September 15, 2005","1.0a","January 30, 2006","1.0","2.33.1 (March 23, 2015; 2 months ago




)"
"P39","SquirrelMail","December 1999","0.1","January 2001","1.0","1.4.22 (12 July 2011; 3 years ago)"
"P40","Sylpheed","January 2000","0.1.0","December 2004","1.0.0","3.4.2 (June 10, 2014; 11 months ago)"
"P41","The Bat!","March 1997","1.0 Beta","March 1998","1.00 Build 1310","6.7.36 (February 26, 2015; 3 months ago)"
"P42","Trojitá","August 2009","0.1","December 2012","0.3.90","0.5 (February 23, 2015; 3 months ago)"
"P43","Turnpike","circa 1996","1.0","circa 1996","1.0","6.06 (May 23, 2006; 9 years ago)"
"P44","Wanderlust","?","?","?","?","?"
"P45","Windows Live Mail","November 6, 2007","12","November 6, 2007","12","2012 (v16.4.3522.0110) (February 20, 2014; 15 months ago)"
"P46","Windows Mail","?","?","?","?","?"
"P47","YAM","1995","1.0","1995","1.0","2.9p1 (April 18, 2014; 13 months ago)"
"P48","Zimbra","November, 2005","Beta","March, 2006","3.5","7.2.0 (April 10, 2012; 3 years ago)"
"P49","Client","Date","Version","Date","Version","Latest stable release"
"P50","Client","First public release","First public release","First stable release","First stable release","Latest stable release"
