"Requirement","Product","Product"
"Requirement","VMware Fusion 4.0","Parallels Desktop 9"
"Host OS","Mac OS X 10.6.7 or later; Mac OS X 10.7 recommended","Mac OS X 10.6.8 or later; Mac OS X 10.7.5 or later; Mac OS X 10.8.4 or later; Mac OS X 10.9 or later"
"RAM","2 GB (4 GB Recommended)","2 GB (4 GB Recommended)"
"Disk space for product","750 MB","750 MB (SSD drive Recommended)"
