"","Trident","Gecko","WebKit","Presto"
"Attributes","Attributes","Attributes","Attributes","Attributes"
"autocomplete","3.1","Yes","Yes","2.0"
"list","6.0","2.0","Yes","2.0"
"required","6.0","2.0","528","2.0"
"multiple","6.0","1.9.2","526","2.7"
"pattern","6.0","2.0","528","2.0"
"min, max","6.0","16.0","Yes","2.0"
"step","6.0","16.0","528","2.0"
"placeholder","6.0","2.0","Yes","2.7"
"form","No","2.0","Yes","2.0"
"autofocus","6.0","2.0","528","2.0"
"maxlength","6.0","2.0","528","2.0"
"novalidate","6.0","2.0","528","2.8"
"control","No","2.0","No","No"
"accept","No","2.0","Yes","Yes"
"formtarget","6.0","2.0","Yes","2.8"
"formaction","6.0","2.0","Yes","2.8"
"formmethod","6.0","2.0","Yes","2.8"
"formenctype","6.0","2.0","Yes","2.8"
"formnovalidate","6.0","2.0","528","2.8"
"disabled (fieldset element)","<3.1","2.0","No","2.7"
"Elements","Elements","Elements","Elements","Elements"
"datalist","6.0","2.0","Yes","2.0"
"keygen","No","1.0","125","1.0"
"output","No","2.0","Yes","2.0"
"progress","6.0","6.0","Yes","2.7"
"meter","No","16.0","Yes","2.7"
"Input types","Input types","Input types","Input types","Input types"
"search","6.0","2.0","312","2.7"
"tel","6.0","2.0","528","2.7"
"url","6.0","2.0","528","2.0"
"email","6.0","2.0","528","2.0"
"datetime","No","No","Yes","2.0"
"date","No","","","2.0"
"month","No","","","2.0"
"week","No","","","2.0"
"time","No","","","2.0"
"datetime-local","No","","","2.0"
"number","6.0","29.0","528","2.0"
"range","6.0","23.0","Yes","2.0"
"color","No","29.0","Yes","2.7"
"","Trident","Gecko","WebKit","Presto"
