"Model","Launch","Core","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Config core","Fillrate (GT/s)","Memory","Memory","Memory","API compliance (version)","API compliance (version)","TDP / idle (watts)","Notes"
"Model","Launch","Core","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Config core","Fillrate (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","OpenGL","TDP / idle (watts)","Notes"
"FireMV 2200 PCI","","RV280","PCI","64","Unknown","Unknown","1:4:4:4","Unknown","Unknown","Unknown","Unknown","8.1","1.4","Unknown","DMS-59 for dual DVI-D output"
"FireMV 2200 PCIe","Unknown","RV370","PCIe x16","128","Unknown","Unknown","2:4:4:4","Unknown","Unknown","Unknown","Unknown","9.0","2.1","Unknown","DMS-59 for dual DVI-D output"
"FireMV 2260","2008","RV620","PCIe 2.0 x1/x16, PCI","256","Unknown","Unknown","40(8×5):4:4","Unknown","8","DDR2","Unknown","10.1","3.2","15/8","Dual DisplayPort (with adapters: DVI-D)"
"FireMV 2400 PCI","Unknown","RV380","PCI","128","Unknown","Unknown","2:4:4:4","Unknown","Unknown","Unknown","Unknown","9.0","2.1","Unknown","2x VHDCI for quad DVI-D output, VGA"
"FireMV 2400 PCIe","Unknown","RV380","PCIe x1","256","Unknown","Unknown","2:4:4:4","Unknown","Unknown","Unknown","Unknown","9.0","2.1","Unknown","2x VHDCI for quad DVI-D output, VGA"
