"IDE","Developer","Latest stable release","Platform","License","Cost","Autocomplete","GUI Builder",".NET Framework Version"
"Microsoft Small Basic","Microsoft DevLabs","Microsoft Small Basic v 1.0 / 12 July 2011","Windows","Proprietary","Free","Yes","No",".NET Framework 3.5"
