"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory"
"Model","Launch","Code name","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","MOperations/s","MPixels/s","MTextels/s","MVertices/s","Bandwidth (GB/s)","Bus type","Bus width (bit)"
"GeForce3 Ti200","October 1, 2001","NV20","AGP 4x
PCI","64
128","175","400","4:1:8:4","700","700","1400","42.75","6.4","DDR","128"
"GeForce3","February 27, 2001","NV20","AGP 4x
PCI","64","200","460","4:1:8:4","800","800","1600","50","7.36","DDR","128"
"GeForce3 Ti500","October 1, 2001","NV20","AGP 4x
PCI","64
128","240","500","4:1:8:4","960","960","1920","60","8","DDR","128"
