"","Trident","Gecko","WebKit","Presto"
"main element","No","21.0","Yes","No"
"template element","No","No","Yes","No"
"Selectors API","4.0","1.9.1","525","2.2"
"Web Storage","4.0","1.9.1","525","2.5"
"Indexed Database API","5.0","16.0","Partial","No"
"Web SQL Database (obsolete)","No","No","Yes","2.5"
"File API","5.0","Yes","Yes","2.8"
"File API: Writer","5.0","No","Partial","No"
"File API: Directories and System","No","No","Yes",""
"Media Capture API","2.0","No","2.10",""
"Server-sent events","6.0","Yes","2.7",""
"WebSocket","6.0","11.0","533","2.11"
"Web Workers","6.0","1.9.1","Yes","2.6"
"Geolocation API","5.0","1.9.1","533","2.6"
"Offline Web applications","6.0","1.9.1","Yes","2.6"
"Web Notifications","No","22.0","only in Chrome","?"
"","Trident","Gecko","WebKit","Presto"
