"Model","Released","Code name","Fab (nm)","Core Clock (MHz)","Config core","Fillrate","Fillrate","Shared Memory","Shared Memory","Shared Memory","GFLOPS","Max. Combined TDP (W)","GFLOPS/W","APU"
"Model","Released","Code name","Fab (nm)","Core Clock (MHz)","Config core","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","GFLOPS","Max. Combined TDP (W)","GFLOPS/W","APU"
"Radeon HD 6250","Nov 9, 2010","Wrestler","40","280 - 400","80:8:4","1.12 - 1.6","2.24 - 3.2","8.525","DDR3-1066","64","44.8 - 64","9","4.98 - ?","Z-60
C-30
C-50"
"Radeon HD 6290","Jan 7, 2011","Ontario","40","276 - 400","80:8:4","1.12 - 1.6","2.24 - 3.2","8.525","DDR3-1066","64","44.8 - 64","9","4.98 - ?","C-60"
"Radeon HD 6310","Nov 9, 2010","Wrestler","40","492","80:8:4","2.0","4.0","8.525","DDR3-1066","64","80","18","4.44","E-240
E-300
E-350"
"Radeon HD 6320","Aug 15, 2011","Wrestler","40","508 - 600","80:8:4","2.032 - 2.4","4.064 - 4.8","10.6","DDR3-1333","64","82 - 97","18","4.56 - 5.39","E-450"
