"BitTorrent library","First public release date","Latest stable","Software license"
"libtorrent (Rasterbar)","September 8, 2005; 9 years ago","1.0.5 (May 11, 2015; 31 days ago)","Free software"
"MonoTorrent","September 2006; 8 years ago","0.90 (May 22, 2010; 5 years ago)","Free software"
"rTorrent (libTorrent Rakshasa)","July 15, 2004; 10 years ago","rTorrent 0.9.4 / libTorrent 0.13.4 (May 9, 2014; 12 months ago)","Free software"
"BitTorrent library","First public release date","Latest stable","Software license"
