"","singular","singular","singular","plural","plural","indef.","","","","","","","",""
"","singular","singular","singular","plural","plural","indef.","","3rd","3rd","3rd","3rd","","",""
"","1st","familiar","formal","m.","f.","indef.","pan-gender","1st","2nd","m.","f.","n.","pan-gender",""
"","1st","familiar","formal","m.","f.","n.","pan-gender","1st","2nd","m.","f.","n.","pan-gender","indef."
"English","I","thou¹","you¹","he","she","it","he/it","we","you"," "," "," ","they","one"
"Esperanto","mi","ci¹","vi¹","li","ŝi","ĝi","ĝi²","ni","vi"," "," "," ","ili","oni"
"Novial","me","vu","vu","lo","la","lu","le","nus","vus","los","las","lus","les","on"
