"Description","Spanish","Spanish","Portuguese","Portuguese"
"Description","Spelling","Pronunciation","Spelling","Pronunciation"
"palatal ""l""","ll","ʎ (~ ʝ)","lh","ʎ"
"palatal ""n""","ñ","ɲ","nh","ɲ (EP), j̃ (BP)"
"palatal ""y""","y","ʝ","i","j"
