"Client","Client","Website","Initial Release","Current Stable Version","Mod Based On","","",""
"Client","Client","Website","1.4.6 (2006; 9 years ago)","","Mod Based On","","",""
"Client","Client","Website","2.3.1 (November 11, 2011; 3 years ago)","","Mod Based On","","",""
"Client","Client","Website","0.50a (April 7, 2010; 5 years ago)","-","","","",""
"Client","Client","Website","0.23 (April 2, 2012; 3 years ago)","Official 0.50a","","","",""
"Client","Client","Website","3.0 (February 24, 2009; 6 years ago)","eMule 0.49c ZZUL","","","",""
"Client","Client","Website","2.72 (July 8, 2013; 22 months ago)","Official 0.50a","","","",""
"Client","Client","Website","v3.2 (July 21, 2008; 6 years ago)","-","","","",""
"Client","Client","Website","4.0 (February 13, 2011; 4 years ago)","eMule 0.50a MorphXT 12.6","","","",""
"Client","Client","Website","3.0 (April 10, 2011; 4 years ago)","eMule 0.50a ScarAngel 4.0","","","",""
"Client","Client","Website","12.7 (November 21, 2012; 2 years ago)","Official 0.50a","","","",""
"eDonkey2000","NeoMule","Website","4.55a (August 23, 2008; 6 years ago)","Official 0.49b","","","",""
"aMule","ScarAngel","None","April 2, 2005; 10 years ago","4.2 (June 22, 2011; 3 years ago)","eMule 0.50a Xtreme 8.1","","",""
"eMule","SharkX","","?","February 18, 2011; 4 years ago
{{LSR","article = eMule SharkX Mod","latest release version = 2.0","18}}","eMule 0.49c AcKroNiC 5.4"
"aMule","aMule","","September 2003; 11 years ago","2.3.1 (November 11, 2011; 3 years ago)","-","","",""
"eMule","Official","","May 13, 2002; 13 years ago","0.50a (April 7, 2010; 5 years ago)","-","","",""
"eMule","Osp","","January 29, 2012; 3 years ago","0.23 (April 2, 2012; 3 years ago)","Official 0.50a","","",""
"eMule","AnalyZZUL","","May 13, 2008; 7 years ago","3.0 (February 24, 2009; 6 years ago)","eMule 0.49c ZZUL","","",""
"eMule","beba","","June 3, 2005; 10 years ago","2.72 (July 8, 2013; 22 months ago)","Official 0.50a","","",""
"eMule","DreaMule","","2005; 10 years ago","v3.2 (July 21, 2008; 6 years ago)","-","","",""
"eMule","Magic Angel","","February 21, 2006; 9 years ago","4.0 (February 13, 2011; 4 years ago)","eMule 0.50a MorphXT 12.6","","",""
"eMule","Mephisto","","October 18, 2007; 7 years ago","3.0 (April 10, 2011; 4 years ago)","eMule 0.50a ScarAngel 4.0","","",""
"eMule","MorphXT","","January 23, 2003; 12 years ago","12.7 (November 21, 2012; 2 years ago)","Official 0.50a","","",""
"eMule","NeoMule","","February 22, 2004; 11 years ago","4.55a (August 23, 2008; 6 years ago)","Official 0.49b","","",""
"eMule","ScarAngel","","April 2, 2005; 10 years ago","4.2 (June 22, 2011; 3 years ago)","eMule 0.50a Xtreme 8.1","","",""
"eMule","SharkX","","?","February 18, 2011; 4 years ago
{{LSR","article = eMule SharkX Mod","latest release version = 2.0","18}}","eMule 0.49c AcKroNiC 5.4"
"eMule","Sivka","","?","January 22, 2009; 6 years ago
{{LSR","article = eMule Sivka Mod","latest release version = 19b1","22}}","Official 0.49b"
"eMule","Spike2","","?","September 19, 2007; 7 years ago
{{LSR","article = eMule Spike2 Mod","latest release version = 1.2","19}}","Official 0.48a"
"eMule","StulleMule","","April 22, 2005; 10 years ago","7.0 (December 25, 2010; 4 years ago)","eMule 0.50a MorphXT 12.6","","",""
"eMule","Xtreme","","2004; 11 years ago","8.1 (March 4, 2011; 4 years ago)","Official 0.50a","","",""
"eMule","X-Ray","","December 23, 2006; 8 years ago","1.7 (July 18, 2009; 5 years ago)","Official 0.49c","","",""
"eMule","ZZUL","","?","20090222-2320 (February 22, 2009; 6 years ago)","Official 0.49c","","",""
"eMule","ZZUL BastarD","","November 28, 2004; 10 years ago","1.9.10 (November 9, 2009; 5 years ago)","eMule 0.49c ZZUL","","",""
"eMule Plus","eMule Plus","","October 2002; 12 years ago","1.2e (April 18, 2009; 6 years ago)","Old official eMule + own code","","",""
"iMule","iMule","www.imule.i2p","2003; 12 years ago","2.3.2.3 (May 3, 2013)","aMule","","",""
"JMule","JMule","","September 21, 2002; 12 years ago","0.5.8 (January 13, 2010; 5 years ago)","-","","",""
"Jubster","Jubster","None","?","3.1.0 (October 30, 2005; 9 years ago)","-","","",""
"LMule","LMule","","January 2003; 12 years ago","1.2.1 (April 27, 2003; 12 years ago)","-","","",""
"Lphant","Lphant","None","2006; 9 years ago","3.51 (March 3, 2009; 6 years ago)","-","","",""
"MLDonkey","MLDonkey","","January 23, 2003; 12 years ago","3.1.5 (March 22, 2014; 14 months ago)","-","","",""
"Morpheus","Morpheus","None","2001; 14 years ago","5.55.1 (November 15, 2007; 7 years ago)","-","","",""
"Shareaza","Shareaza","","2002; 13 years ago","2.7.8.0 (December 15, 2014; 5 months ago)","-","","",""
"xMule","xMule","","June 2003; 12 years ago","1.13.7 RC1 (September 11, 2006; 8 years ago)","-","","",""
"","","","","","","","",""
