"","singular","singular","singular","plural","plural","indef.","","","","","","","",""
"","singular","singular","singular","plural","plural","indef.","","3rd","3rd","3rd","3rd","","",""
"","1st","familiar","formal","m.","f.","indef.","pan-gender","1st","2nd","m.","f.","n.","pan-gender",""
"","1st","familiar","formal","m.","f.","n.","pan-gender","1st","2nd","m.","f.","n.","pan-gender","indef."
"English","I","you (thou)","you","he","she","it","he/it","we","you"," "," "," ","they","one"
"Ido","me","tu","vu","il(u)","el(u)","ol(u)","lu","ni","vi","ili;","eli;","oli;","li","on(u)"
"Novial","me","vu","vu","lo","la","lu(m)","le","nus","vus","los","las","lus","les","on"
