"Implementation","DEFLATE
(insecure)"
"Botan","No"
"cryptlib","No"
"GnuTLS","Disabled by default"
"JSSE","No"
"LibreSSL","No"
"MatrixSSL","Disabled by default"
"mbed TLS","Disabled by default"
"NSS","Disabled by default"
"OpenSSL","Yes"
"RSA BSAFE","No"
"SChannel","No"
"Secure Transport","No"
"SharkSSL","No"
"wolfSSL","Disabled by default"
"Implementation","DEFLATE"
