"IDE","License","Windows","Linux","Mac OS X","Other platforms","Debugger","GUI builder","Toolchain","Profiler","Code coverage","Autocomplete","Static code analysis","GUI-based design","Class browser","Latest stable release"
"EiffelStudio","GPL and commercial","Yes","Yes","Yes","FreeBSD, OpenVMS, Solaris, VxWorks, other Unix","Yes","Yes","Yes","Yes","Automatic testing framework","Yes","Metrics tool","BON / UML class diagramming","Multi-view","V7.1 June 2012"
