"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Memory","API support (version)","API support (version)","TDP (watts)","Features","","","",""
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Fillrate","Memory","API support (version)","API support (version)","TDP (watts)","Features","","","",""
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","TDP (watts)","Features","Hardware","Drivers (Software)","",""
"Model","Launch","Code name","Fab (nm)","Bus interface","Memory (MB)","Core clock (MHz)","Memory clock (MHz)","Core config","Pixel (GP/s)","Texture (GT/s)","Bandwidth (GB/s)","Bus type","Bus width (bit)","DirectX","Hardware","Drivers (Software)","TDP (watts)","Features"
"GeForce FX Go 5100","March 2003","NV34M","150","AGP x8","64","200","400","1:2:2:2 *:4:4:4","0.8","0.8","3.2","DDR","64","9.0","1.5","2.1**","Unknown",""
"GeForce FX Go 5200","March 2003","NV34M","150","AGP x8","32
64","300","600","1:2:2:2 *:4:4:4","1.2","1.2","9.6","DDR","128","9.0","1.5","2.1**","Unknown",""
"GeForce FX Go 5600","March 2003","NV31M","130","AGP x8","32","350","600","1:2:2:2 *:4:4:4","1.4","1.4","9.6","DDR","128","9.0","1.5","2.1**","Unknown",""
"GeForce FX Go 5650","March 2003","NV31M","130","AGP x8","32","350","600","1:2:2:2 *:4:4:4","1.4","1.4","9.6","DDR","128","9.0","1.5","2.1**","Unknown",""
"GeForce FX Go 5700","February 1, 2005","NV36M","130","AGP x8","32","450","550","3:2:2:2 *:4:4:4","1.8","1.8","8.8","DDR","128","9.0","1.5","2.1**","Unknown",""
