"Danish","Jeg ved,","hvordan manden,","(som) du snakker om,","ser ud."
"Norwegian","Jeg vet","hvordan mannen","(som) du snakker om,","ser ut."
"English","I know","what (lit. how) the man","(that) you're talking about","looks like."
