"","Simple composite types","Simple composite types","Algebraic data type","Unions"
"","Records","Tuple expression","Algebraic data type","Unions"
"Ada","","N/A","Any combination of records, unions and enumerations (as well as references to those, enabling recursive types).",""
"ALGOL 68","","Required types and operators can be user defined","Required types and operators can be user defined",""
"C (C99)","","N/A","N/A",""
"Objective-C","","","",""
"C++","","","",""
"C#","","","","N/A"
"Java","N/A","","",""
"JavaScript","","N/A","",""
"D","","","",""
"Go","","","",""
"Swift","","","",""
"Common Lisp","","","",""
"Scheme","N/A","","",""
"ISLISP","","","",""
"Pascal","","N/A","N/A",""
"Visual Basic","","","",""
"Visual Basic .NET","","","",""
"Python","N/A","","","N/A"
"S-Lang","","","",""
"Fortran","TYPE name 
 END TYPE","","",""
"PHP","N/A","","",""
"Perl","N/A","","","N/A"
"Perl 6","N/A","","",""
"Ruby","","","",""
"Scala","","","or









or combination of case classes and case objects",""
"Windows PowerShell","","","",""
"OCaml","","","","N/A"
"F#","","","",""
"Standard ML","","","",""
"Haskell","","","",""
"COBOL","","N/A","N/A",""
