"Model","Launch","Code name","Graphics core","Fab (nm)","Transistors (Million)","Die Size (mm)","Bus interface","Memory (MB)","Core clock (MHz)","Config core","Fillrate","Fillrate","Fillrate","Memory","Memory","Memory","Memory","GFLOPS","Features / Notes"
"Model","Launch","Code name","Graphics core","Fab (nm)","Transistors (Million)","Die Size (mm)","Bus interface","Memory (MB)","Core clock (MHz)","Config core","Pixel (GP/s)","Texture (GT/s)","FP32 (GP/s)","Bandwidth (GB/s)","Bus type","Effective clock (MHz)","Bus width (bit)","GFLOPS","Features / Notes"
"Radeon HD 4200 Graphics (785G Chipset)","Aug 2009","RS880","RV620","55",">205","~73 (~9 × 8.05)","HT 3.0","Up to 512 system + optional 128 sideport","500","40:4:4","2","2","1","20.8 (system) + 2.6 (sideport)","HT (system) + DDR2-1066 DDR3-1333 (sideport)","1333 (sideport)","16 (sideport)","40","UVD2"
"Radeon HD 4250 Graphics (880G Chipset)","Mar 2010","RS880","RV620","55",">205","~73 (~9 × 8.05)","HT 3.0","Up to 512 system + optional 128 sideport","560","40:4:4","2.24","2.24","1.12","20.8 (system) + 2.6 (sideport)","HT (system) + DDR3-1333 (sideport)","1333 (sideport)","16 (sideport)","44.8","UVD2"
"Radeon HD 4290 Graphics (890GX Chipset)","Mar 2010","RS880D","RV620","55",">205","~73 (~9 × 8.05)","HT 3.0","Up to 512 system + 128 sideport","700","40:4:4","2.8","2.8","1.4","20.8 (system) + 2.6 (sideport)","HT (system) + DDR3-1333 (sideport)","1333 (sideport)","16 (sideport)","56","UVD2"
