"Name","License","Platform","Languages","Resizing","Upload","Output","IPTC Support","GeoTagging Support","Tags Categories Keywords"
"Jalbum","Shareware","Windows, Mac, Linux","Multilingual","Automatic","FTP","XHTML, HTML, CSS, Flash","Yes","Yes",""
