"Products","","while","do while","for i = first to last","foreach"
"P39","CoffeeScript","","","",""
"P40","CoffeeScript","","","",""
"P41","CoffeeScript","","","",""
"P42","CoffeeScript","","","",""
"P1","Ada","","","",""
"P2","ALGOL 68","","","",""
"P3","ALGOL 68","    do statements od","    do statements od","",""
"P4","C (C99)","","","","N/A"
"P5","Objective-C","","","",""
"P6","C++ (STL)","","","","(C++11)"
"P7","C#","","","",""
"P8","Java","","","",""
"P9","JavaScript","","","","(JS 1.6+, deprecated)
or
 (EcmaScript 6 proposal, supported in Firefox)"
"P10","PHP","","","",""
"P11","Windows PowerShell","","","",""
"P12","D","","","",""
"P13","Go","","","",""
"P14","Swift","","(2.x)
  (1.x)","",""
"P15","Perl","","","",""
"P16","Perl 6","","","",""
"P17","Ruby","","","",""
"P18","Bash shell","","N/A","",""
"P19","Scala","","","",""
"P20","Smalltalk","","","",""
"P21","Common Lisp","","","",""
"P22","Scheme","","","",""
"P23","ISLISP","","","",""
"P24","Pascal","","","",""
"P25","Visual Basic","","","",""
"P26","Visual Basic .NET","","","",""
"P27","Xojo","","","",""
"P28","Python","","N/A","(Python 3.x)




(Python 2.x)",""
"P29","S-Lang","","","",""
"P30","Fortran","","","","N/A"
"P31","Forth","","","","N/A"
"P32","OCaml","","N/A","",""
"P33","F#","","N/A","",""
"P34","Standard ML","","N/A","",""
"P35","Haskell (GHC)","N/A","","",""
"P36","Eiffel","","","",""
"P37","CoffeeScript","","N/A","",""
"P38","CoffeeScript","","","",""
"P43","COBOL","","","","N/A"
"P44","COBOL","","","",""
