"report date","period of dispersal","entry into sea (TBq)","entry into sea (TBq)","source"
"report date","period of dispersal","direct","indirect","source"
"21 May 2011","1 – 6 April 2011","4 700","","Tepco"
"End August 2011","March – August 2011","3 500","16 000","JMA"
"8 September 2011","March – April 2011","15 000","15 000","Scientist Group"
"29 October 2011","21 March – 15 July 2011","27 100","27 100","IRSN"
